CustomerID,FirstName,LastName,Gender,DateofBirth,Email,PhoneNumber,Address,City,State,ZipCode,Country,LoyaltyInfoID
431377,James,Green,M,9/4/1944,thompsoncassandra@example.com,278.895.3202,"391 Stephanie Plain Suite 130, Port Meghan, MD 18534",New Andrew,Idaho,83179,Cook Islands,4
410803,Raymond,Dean,F,3/31/1981,riverashane@example.net,478-441-6954,"287 Chris Prairie, Garciaview, IN 43868",Josephville,Illinois,86442,Pakistan,3
403848,Stephanie,Leon,Not Specified,12/24/1972,melissapace@example.org,799.207.8126,"96396 Green Ports Apt. 482, Robersonburgh, TN 59387",Laurachester,Kentucky,27232,Belgium,1
724301,Michael,Graham,Others,11/16/2004,sullivanmaria@example.org,001-968-372-5973x005,"2509 Wolfe Groves, West Maria, MH 16832",Port Nicole,New Hampshire,44589,Hong Kong,3
913648,Veronica,Barnett,M,10/4/1966,robinsontara@example.com,-6020,"PSC 3542, Box 2827, APO AE 59795",Jeanettestad,Pennsylvania,10347,Korea,1
218347,Kathryn,Hopkins,F,8/17/1956,mortiz@example.net,+1-232-963-9040x98513,"3440 Miller Station, New Brent, CT 22648",Candiceport,Iowa,98868,United States Minor Outlying Islands,2
406567,William,Chen,Not Specified,1/28/1986,simmonschristopher@example.org,+1-998-885-9240x23354,"900 Blair Cliffs, Williamtown, ME 38910",Lake Victoriamouth,Oklahoma,10904,North Macedonia,5
282808,Dana,Chandler,Not Specified,5/24/1960,adam14@example.net,499-485-6846,"36936 Osborne Burg Suite 855, Meganstad, WI 21131",Lake Paula,Arkansas,77605,Malta,1
428054,Barbara,Vega,Not Specified,8/1/1952,tracyrivera@example.net,917.705.3968x438,"00692 Kaufman Road Suite 378, North Beverly, OH 01368",Morenoside,Oregon,91585,Israel,4
255333,Matthew,Owens,F,5/4/1968,mwong@example.com,679-325-9389x450,"Unit 0349 Box 1995, DPO AP 58548",Heatherfurt,Nebraska,75675,Bolivia,1
96750,Caitlin,Benjamin,F,12/6/1947,donnashaffer@example.com,001-854-452-8506x11747,"00779 Norris Grove, West Mary, DE 89805",Port Lawrence,Michigan,34909,Austria,1
471969,Charles,Gordon,Not Specified,8/5/1965,phampton@example.org,381-422-4789x19300,"9224 Greene Island, Jamesborough, WV 32279",Johnsonchester,Utah,59688,Jamaica,5
924046,David,Kelly,Others,10/25/1984,cooperrichard@example.net,(267)931-9191,"5813 Stefanie Pines Suite 296, New Erika, ND 43243",Brittneyborough,Iowa,40673,Christmas Island,2
260248,Jessica,Steele,Not Specified,10/23/1946,jimenezrobert@example.com,448.354.1946x548,"945 Melanie Course, Lake Josebury, LA 56255",Garrettview,Georgia,45184,Bulgaria,5
113532,Carl,Gentry,Not Specified,8/28/1963,aramirez@example.com,(635)805-2061,"67667 Harris Circle Suite 784, Lake Laurafurt, CA 60879",Shanetown,Georgia,65242,Cote d'Ivoire,2
322586,Kenneth,Anderson,Others,10/5/1983,janetcook@example.net,001-668-791-2015x954,"722 Ralph Plaza Suite 068, Beardshire, OH 48843",Lake Robin,Vermont,45189,Greenland,3
397234,Wendy,Guerrero,F,1/27/1988,jeffreysanchez@example.com,(641)697-5192,"Unit 8142 Box 6744, DPO AA 85534",Baxtershire,Iowa,86260,Yemen,4
307889,Michelle,Boyd,Others,11/28/1976,cindy49@example.net,880.502.7944x69257,"81229 Janice Summit, Deanport, MD 81041",Kyleland,Connecticut,24455,Denmark,3
515769,Marie,Martin,Not Specified,8/19/1990,larrymccall@example.net,703-271-3806x026,"8296 Thornton Turnpike Apt. 256, South Stephaniechester, FM 84524",New Nancyhaven,Tennessee,62936,Ireland,4
756198,Adam,Richards,M,7/7/1995,grimesmichael@example.org,001-552-602-2171x08142,"42620 Jason Hollow, West Davidville, VT 14855",Sextonside,Alabama,21486,Sierra Leone,5
135510,Monica,Lewis,M,3/16/1975,nancy50@example.net,(888)657-1450x459,"1218 Carolyn Cape, Lauraside, TX 77295",Weeksburgh,Mississippi,95167,Estonia,1
559978,Brenda,Bruce,Others,7/5/1958,ryan89@example.org,-3908,"295 Adams Lock, Jasontown, IN 91476",Lake Melissa,Connecticut,95202,Comoros,2
847691,Maria,Howard,F,7/16/1970,thomas43@example.org,788.715.4497x2718,"201 Conway Circle Apt. 282, West Adrian, NV 53611",Port April,Nevada,14465,Chile,5
799029,Amy,Baldwin,M,6/27/1945,daniellelee@example.net,001-761-563-6448x28299,"Unit 0042 Box 5787, DPO AP 35215",Brandyshire,Washington,48246,South Georgia and the South Sandwich Islands,3
273876,Shaun,Mcdonald,F,10/12/1977,alexandriasmall@example.org,274.594.4409,"9362 Soto Manors Apt. 998, Michaelfurt, IA 43790",Port Jennifer,Minnesota,21109,Singapore,2
760190,Patrick,Anderson,M,3/15/1952,williamsdavid@example.org,315.775.4247x382,"028 Campbell Port Suite 736, West Michaelbury, LA 20698",Port Richardborough,Missouri,47281,Bolivia,1
678542,Ashley,Peterson,Not Specified,7/6/1976,matthew65@example.net,(777)495-7810x03415,"0444 Alexander Point Suite 106, Timothyview, RI 23101",Portertown,Ohio,19453,Barbados,5
343686,Thomas,Landry,Not Specified,8/23/1993,barajaspatrick@example.net,001-669-668-4140x2668,"52888 Mckenzie Grove, Port Mark, PA 43330",Huangville,Missouri,68823,Swaziland,1
645094,Sierra,Williams,F,2/11/1967,swilliams@example.net,001-721-893-3675x310,"7816 Mccoy Shores, Harperview, HI 30707",East Rebeccaburgh,Wyoming,10054,Honduras,5
573158,Earl,Newman,M,12/3/1974,carriekennedy@example.net,-3812,"323 Amanda Road Apt. 811, New Natasha, FM 58948",Vincentfurt,Washington,11011,Western Sahara,4
908717,Kathleen,Hodges,Others,3/30/1970,ellisbrandon@example.org,(541)345-0438x889,"Unit 8990 Box 5139, DPO AP 88420",Lake Lindamouth,Nevada,70912,Slovakia (Slovak Republic),4
150061,Stephanie,Gates,M,8/14/1950,choirebecca@example.com,499-857-4166x49666,"9867 Luis Circle, East Ricky, MT 14966",Youngberg,Missouri,73414,Brazil,2
655811,Shannon,Harris,F,12/17/2003,suzannethompson@example.net,001-225-835-7914x65701,"602 Jason Tunnel, Andersonfurt, MN 03687",Dickersonview,Maryland,72202,Colombia,3
579534,Sara,Howard,M,9/27/1974,carlos90@example.com,(676)695-6000x2802,"29299 Gregory Club, North Jacob, NC 62329",Shirleyburgh,North Dakota,44635,Croatia,1
655363,Leonard,Price,F,3/12/1962,jimenezalexis@example.org,(428)942-3330,"6059 Sexton Cape Apt. 657, Lake Maryport, IN 74204",Carlosmouth,Arizona,63841,Slovakia (Slovak Republic),2
265415,Anthony,Williams,F,3/12/1958,kenneth03@example.net,(836)901-2733x5487,"610 Ramos Shoal Apt. 046, East Christinemouth, WV 43553",Garymouth,Nevada,66438,Sri Lanka,3
485619,Patricia,Davis,F,4/7/1974,wattsoscar@example.com,244-330-9949,"606 Morgan Mission, Port Melissaside, CT 37673",East Charlesbury,Illinois,3564,Equatorial Guinea,3
270968,Julie,Arnold,F,11/12/2004,blacksherry@example.org,+1-327-755-7514x1508,"02120 Miller Branch, Port Grant, SD 22487",Robertburgh,Idaho,44506,Netherlands Antilles,1
973061,Edward,Hunt,Others,12/1/1981,moodyhannah@example.org,+1-710-591-6874x35510,"Unit 6010 Box 9652, DPO AE 29268",Smithchester,Vermont,15362,New Zealand,1
341331,Nicholas,Ramos,Others,2/4/2006,nancymiranda@example.org,001-437-511-9669x05690,"9796 Perkins Ville, West Kendra, OR 58143",Philipburgh,Oregon,34463,United States of America,5
810517,Emily,Moody,Not Specified,2/4/1988,bglenn@example.com,001-467-781-1292,"3245 Brittany Knoll, Douglasville, PW 74231",Larryberg,Oklahoma,12244,Mongolia,3
651390,Jessica,Curtis,Others,7/31/1973,rfields@example.com,(327)446-8925,"5964 Rogers Cove Suite 717, Port Joseph, KS 28787",West Christine,Utah,29508,Northern Mariana Islands,1
673654,Richard,Monroe,Others,6/30/2000,johnbowen@example.net,001-641-783-7788x930,"110 Baker Neck, Christinefurt, ME 49314",Dustinport,New Mexico,22316,North Macedonia,5
806293,Jesse,Lara,Others,6/1/2005,shawsandra@example.net,(722)257-3189,"68624 Zachary Ramp Apt. 118, Triciafurt, KY 46738",Taylormouth,Mississippi,96336,Bahrain,2
243815,Jon,Wong,F,8/26/1969,valdezdavid@example.org,(358)751-6816x322,"2539 Larson Lodge, Lake Jeffrey, LA 23247",Port Jennifer,Montana,43453,Luxembourg,5
973518,Lauren,Phillips,M,5/27/1972,gilbertdiana@example.com,(696)796-0181x2210,"8451 Aguilar Spur, East Joseph, WI 59444",East Francesfurt,Louisiana,91950,Senegal,2
182937,Brenda,Park,Not Specified,7/22/1977,currydenise@example.net,4586493582,"471 Michael Lodge, Williamton, PR 63768",New Amy,Nevada,30903,Lesotho,4
793232,Brenda,Anderson,M,1/21/1948,rebeccahughes@example.org,6149702765,"05606 Chen Springs, West Danielstad, SD 62145",Randyhaven,Nebraska,99927,Taiwan,1
890619,Duane,Franco,Not Specified,5/20/1983,sanderson@example.net,728-322-6304x493,"32590 Dickson Plaza, Bethberg, VI 42167",West Kylebury,Alabama,76062,Bhutan,1
719878,Justin,Benson,F,8/23/1953,morriscarolyn@example.net,8773738749,"51030 Cindy Prairie Suite 336, East Keith, VA 42978",North Bruce,Alaska,98105,Madagascar,2
177471,Kristin,Berg,F,8/9/1992,marciastephens@example.net,001-831-361-8788,"5417 Stephen Common, Lewistown, RI 47294",North Richard,Florida,43299,Venezuela,1
121184,Brian,Barrera,Others,5/8/1953,woodnorma@example.net,+1-822-558-9489x3928,"PSC 0353, Box 8106, APO AE 56779",Lake Laurabury,Alabama,89320,Kiribati,3
400839,David,Zimmerman,Not Specified,2/3/1953,fruiz@example.net,663-646-9046x8717,"24070 Clark Passage Apt. 694, West Stephen, CA 94566",Port Coreychester,Rhode Island,36898,Chile,1
824232,Jonathan,Short,Not Specified,2/11/1950,halljonathan@example.org,(741)247-7996,"283 Watkins Road, Lake Crystalshire, FL 29659",Weisshaven,Colorado,44348,Romania,3
614435,Bruce,Johnson,F,11/26/1954,aliciagonzalez@example.net,(663)269-3547x5081,"19561 Jeffery Tunnel, Simpsonmouth, PA 21368",Ashleybury,Connecticut,91896,Reunion,2
338894,Jacob,Baker,Others,8/15/1998,isabellahodge@example.com,412.878.4269,"9219 Martin Walks, Port Peterbury, ID 85489",North Aprilstad,Georgia,19462,Algeria,3
861599,Nicholas,Humphrey,M,11/6/1957,marywilson@example.org,(480)483-0997x163,"024 Anderson Alley Apt. 741, Brandonhaven, PA 63926",Teresashire,Nebraska,21881,Guinea,3
929622,Philip,Green,M,6/13/1991,valdezlouis@example.com,(498)510-1668x993,"4565 Elliott Loaf Suite 562, Rhondafurt, MA 81282",South Davidhaven,New Mexico,87503,French Guiana,5
959235,Theresa,Wiggins,Others,7/28/1995,johnjennings@example.com,(306)674-4537x123,"51447 Samantha Point Suite 662, Ianside, IN 81643",Collierfurt,Vermont,85635,Cocos (Keeling) Islands,3
517848,Jody,Lee,Others,3/2/1976,glassnicole@example.org,001-222-882-0175,"7772 Johnson Crest Suite 786, Brownchester, NE 55762",Kennedyville,Maryland,49601,Hong Kong,5
292518,Eddie,Chavez,Not Specified,5/6/2001,ggarcia@example.net,529-955-5093,"USCGC Dudley, FPO AA 81277",Lake Tara,Florida,9324,Azerbaijan,5
820058,Natalie,Mccarty,Not Specified,1/1/1998,etucker@example.org,001-838-402-9299x31819,"27454 Harris Cliffs Suite 051, Alejandrahaven, DC 72196",New Dennisbury,Pennsylvania,92881,Venezuela,1
171169,Elizabeth,Kelly,F,5/27/1978,mario08@example.net,5805585991,"6724 Henderson Hill Apt. 366, West Jeffreyville, IL 01265",North Elizabeth,Nevada,41526,Malawi,4
205962,Shannon,Jackson,Others,7/7/1984,paul71@example.org,(777)552-3247x6572,"334 Solomon Path, West Pamelaberg, LA 05393",Fordville,New Hampshire,22739,Greenland,4
782963,Debbie,Steele,Not Specified,9/23/1991,jsilva@example.com,736.906.3880x2727,"731 Roberson Estate, East Michellebury, NC 92573",Younghaven,Vermont,86728,Vanuatu,4
978806,Daniel,Curry,F,10/19/1953,blee@example.net,-7225,"6765 John Track, Nancychester, MO 98830",West Helenside,Pennsylvania,18227,Ukraine,3
684973,Gabrielle,Webb,Others,8/4/1996,marvinmiller@example.org,233.808.7838,"Unit 6285 Box 5795, DPO AE 68394",North Carlosfort,Mississippi,41789,Micronesia,3
862013,Rhonda,King,Not Specified,1/11/1976,geraldflores@example.org,+1-840-684-7859x731,"220 Michael Street Apt. 073, Michaelland, CO 69507",Smithfurt,South Carolina,48082,British Virgin Islands,2
651227,Carmen,Hoover,Others,11/23/1949,bridget28@example.org,001-669-590-6905,"29468 David Junction, Stephenchester, MS 11933",Erictown,South Dakota,48171,Eritrea,2
925984,Leslie,Ingram,Not Specified,4/11/1982,suzanneperry@example.org,403-944-8482x1441,"4121 Bailey Square Suite 496, Lake Mary, PA 57767",South Jameston,Indiana,24315,Mozambique,1
533255,Jason,Garcia,Others,9/25/1983,zcontreras@example.org,702-546-9692,"9112 Sara Greens, North Gregfurt, MA 21091",Robertshire,Nebraska,18333,Christmas Island,2
731650,Robert,Park,Others,8/26/1968,amandawoods@example.org,707.701.7692,"51750 Baker Place, Kevinstad, FL 06838",New Lisa,Virginia,96972,Iraq,3
438005,Nicole,Schneider,Others,7/19/1968,crystallandry@example.com,387-537-0731x4190,"216 Michael Keys, West Brandifurt, AR 05581",Jessicamouth,Michigan,33015,China,1
954546,Amanda,Benitez,M,3/19/1952,charles32@example.com,929.237.7647x43741,"26289 Wright Street, Sarahmouth, VA 45681",West Jamesside,Hawaii,99355,Brunei Darussalam,5
481204,William,Parsons,F,9/16/1950,karen46@example.org,-5058,"6261 Trevor Harbor Suite 841, South Jason, PA 34752",East James,Hawaii,61998,Brazil,3
809765,Debbie,Parker,Others,12/26/1958,cindy96@example.org,(410)400-2514,"6701 White Garden, Jenniferhaven, NM 22041",New Carmen,Alaska,50414,Philippines,3
446537,Destiny,Stevens,M,7/4/1982,travisrebecca@example.org,878-982-2013x678,"30485 Wesley Extensions, Lewisbury, GA 85791",North Sonia,Oregon,88770,Uzbekistan,5
899371,Dylan,Carroll,F,6/21/1989,aparker@example.net,6096574411,"86059 Kayla Center, North Melissa, FL 60419",New Sonyaport,Minnesota,25642,Slovenia,2
946161,Jeffrey,Hall,Not Specified,10/11/1977,dennisskinner@example.org,001-274-489-2626x1483,"794 Karen Lock Suite 992, North Mariaside, DE 34104",Christinaville,Illinois,49764,Cape Verde,4
55723,Maurice,Mullen,Not Specified,1/27/1990,rhernandez@example.net,(240)422-1121,"22430 Hicks Fields Apt. 624, West Kevinview, IL 31636",North Sean,Vermont,58546,Saint Pierre and Miquelon,5
402414,Amanda,Lynn,Others,5/7/1988,randall38@example.org,894.603.3386x6922,"USNS Aguilar, FPO AP 03227",Travischester,Michigan,68633,Albania,2
628201,Michael,Oneill,F,4/18/1982,masonwilliam@example.com,412.566.2301x92289,"0792 Grant Station, Brittanychester, IA 32780",South Jackport,Utah,51064,Trinidad and Tobago,4
516194,Marcus,Williams,Others,5/1/1956,ylam@example.org,001-711-644-9189x91116,"5005 Jones Road, South Steven, AK 66083",East Tiffanyside,New Mexico,23369,British Virgin Islands,2
268467,Kara,Kennedy,M,12/27/1951,sloanstephen@example.com,627.552.1142x621,"064 Jimenez Forest, Campbellborough, MN 04895",Warnerside,Illinois,48259,Guyana,5
609574,Eric,Hartman,Others,7/27/1977,emmadixon@example.com,504-484-7085x6697,"344 Jack Tunnel, Hallview, LA 36781",Vazquezstad,Kentucky,68280,Zambia,5
111846,Tina,Walter,F,8/5/1995,casey82@example.com,001-993-769-8613x45144,"Unit 8007 Box 5285, DPO AP 05985",North Kimberlystad,New Mexico,57442,Lithuania,2
865013,Cassandra,Smith,M,8/16/1949,jacquelinelee@example.com,405.493.8095x81074,"7266 Joseph Roads, North Bryan, NC 40296",West Carriehaven,Nebraska,39755,Saint Lucia,1
832875,Stephanie,Morrison,M,10/28/1965,zrussell@example.org,(220)310-2374,"2107 Ryan Grove Suite 054, Anthonyfort, MA 95529",New Valerieburgh,Washington,8070,United States Minor Outlying Islands,1
76743,Andre,Morgan,Others,8/28/1960,bethreed@example.net,001-421-535-6222x92856,"Unit 9683 Box 2677, DPO AE 10732",North Chadberg,Minnesota,47074,South Africa,1
391219,Kevin,Ruiz,F,7/28/1981,mccoytravis@example.com,837-347-3559,"8835 Antonio Plain Suite 748, East Michael, AS 34233",Lake Jonathan,New York,96619,Seychelles,5
901540,Steven,West,F,1/6/1986,davidramos@example.com,(426)477-3748,"88120 Brian Orchard, West Patriciafort, FL 52613",West Daniel,Iowa,43552,Wallis and Futuna,1
902355,Shelby,Carpenter,M,10/24/1978,lisabarnes@example.net,497.834.8098,"29119 Wood Loaf, North Taylorton, SD 10468",Aaronmouth,Washington,63828,San Marino,2
868344,Ruben,Campbell,M,9/22/1980,barnesbeverly@example.net,(728)434-3827x84421,"447 Bethany Center Suite 820, New Robert, MO 87281",New Patriciaport,Maine,62517,Yemen,2
737463,Roger,Wallace,F,2/13/1969,alexanderstephanie@example.net,+1-823-446-9530x7981,"040 Aaron Mews, Danielhaven, MN 41338",South Brandon,Connecticut,23617,Nicaragua,5
158885,Heather,Avila,M,11/9/1953,wwilson@example.com,(616)877-6915x5927,"768 Hunter Spur Suite 238, Sueville, AZ 61294",Debbiebury,North Carolina,64229,Indonesia,2
229527,Omar,Giles,M,5/18/1963,elizabeth12@example.net,373-347-9602x140,"2708 Jennifer Ville Apt. 063, Port Davidport, WV 11834",Cruzmouth,Kansas,73880,Qatar,5
925200,Tiffany,Davis,F,5/18/1946,sandra45@example.org,960-761-8986x9465,"PSC 6816, Box 5409, APO AP 67507",Nicholasburgh,Vermont,5505,Myanmar,3
455170,Angela,Houston,Others,5/30/1975,lewismatthew@example.net,7716277042,"5413 Devin Via Apt. 374, Port Michelehaven, PA 56218",Johnsonstad,Kentucky,5941,Nauru,1
636085,Emily,Williams,F,2/26/1978,jennifer27@example.org,641-489-8998x91663,"549 Joshua Port Apt. 816, North Jason, ID 87307",Port Stephaniehaven,Maryland,73066,Colombia,1
915870,Keith,Hernandez,Others,4/9/1987,leonveronica@example.net,(637)784-6093,"06066 Smith Isle Apt. 652, South Melissaberg, ME 91729",Aprilside,Massachusetts,54197,Macao,3
193363,Mark,Foster,F,2/16/1963,ricebarbara@example.com,492-791-2453x23953,"63662 Edwards Brooks Apt. 032, South Michael, DC 37669",Port Nicholas,Georgia,94931,Czech Republic,2
144122,Robert,Carroll,F,1/10/2006,vcoleman@example.org,001-881-204-9841,"369 Galvan Port, Brownton, UT 82748",North Heidichester,New Hampshire,42416,Latvia,1
975869,Anna,Ruiz,M,11/1/1967,sean09@example.com,+1-457-872-6641x5227,"02511 Joseph Spur, Robertland, MP 45526",Whiteview,Hawaii,47561,Mauritania,2
594133,Kevin,Haley,F,3/6/1961,alice10@example.org,275.732.2451,"5354 Jones Cape, Lake Max, WA 43579",East Kimberly,Nevada,64274,Brazil,4
202370,Dana,Johnston,Not Specified,1/4/1990,adamcase@example.net,208-833-7555x45838,"4733 Jessica Brook Suite 276, North Samantha, ND 62234",Gibsonburgh,Arkansas,8954,Egypt,4
562775,Lisa,Williams,Others,11/28/1987,rebeccalozano@example.net,674.319.8392,"USNS Price, FPO AA 60560",Chadmouth,New York,23413,Lao People's Democratic Republic,3
881060,Angela,Beltran,M,7/31/2006,psutton@example.net,+1-834-386-0886x1557,"28099 Luis Island Suite 834, Gregoryside, MT 06384",West Johnfort,Michigan,67963,Honduras,3
325810,Andrea,Schmidt,F,2/19/1956,ypitts@example.net,858-978-9791,"62120 Hansen Knolls, Bradleyshire, WI 09323",Allisonfort,Wyoming,40514,Djibouti,2
623144,Kelly,Porter,F,7/3/1945,hartbonnie@example.org,+1-469-996-4576x25334,"2280 Victor Ville, Moorehaven, AZ 16585",South Theresaland,Montana,60062,Mauritius,4
322078,Chelsea,Anderson,F,2/8/1975,randallpatricia@example.net,(845)864-1656,"5832 Meyer Gateway, East Brittneymouth, MA 62073",Stephanieside,California,77122,Guadeloupe,1
648815,Justin,Campos,F,12/31/1971,benjamin61@example.net,+1-512-573-9192x951,"788 Meghan Mission Apt. 038, Port Danielberg, SC 72098",Wolfeport,Connecticut,35380,Belarus,3
21406,Aaron,Wilson,F,6/22/1952,yolson@example.com,(304)555-7537x205,"7212 Sanchez Burgs, Davidfort, NY 84595",Alexanderfort,Missouri,47876,Thailand,2
845796,Timothy,Lee,M,5/25/1960,alexandra87@example.com,539.297.8127,"235 John Lock, Charlesland, KS 68177",Port Amanda,Hawaii,36062,Argentina,1
739678,Stephanie,Marks,M,2/2/1987,jenkinsnatalie@example.net,001-990-268-1938x955,"904 Conley Lodge, Hernandezmouth, LA 73986",Fergusonshire,Washington,64036,Greece,5
422763,David,Martin,F,12/23/1998,sarah67@example.com,(391)320-8452,"06864 Macdonald Fork, Grahamfort, ID 33462",West Taylor,Vermont,84229,Sierra Leone,2
373012,Heather,Beltran,Not Specified,3/25/1965,timothy02@example.org,-6715,"PSC 5436, Box 9784, APO AP 59621",New Lisatown,Georgia,14797,Turks and Caicos Islands,1
175858,David,Franklin,Others,9/15/1951,fspencer@example.org,+1-995-203-2936x79109,"721 Fields Plains Suite 582, South Ryanberg, NJ 93895",South Lorifurt,Nevada,7226,Gambia,4
949279,Jamie,Hall,F,4/6/1977,jerry71@example.org,208-879-3694,"503 Joshua Lane, Mckeefurt, HI 59073",Gutierrezchester,Arizona,57118,Liechtenstein,3
76532,Greg,Watts,M,9/8/1953,fstephens@example.org,(527)337-0246,"10683 Johnson Summit Apt. 386, Jasonmouth, OH 64673",Kristinmouth,Texas,20435,Svalbard & Jan Mayen Islands,4
315400,Seth,Burgess,Others,11/19/1969,ccase@example.net,9302484266,"5106 Mary Throughway Apt. 715, East Andrew, PR 23054",South Kim,Rhode Island,23777,Djibouti,4
557361,Brittany,Wallace,F,6/20/1984,charlesolsen@example.com,(510)671-1212x66389,"306 Jennifer Path, North Michaelview, OK 76086",Port Joshuafurt,Louisiana,77530,Libyan Arab Jamahiriya,2
138567,Michael,Mitchell,Others,2/17/1971,martinezmichelle@example.net,419.505.2061,"75497 Jackson Park, Larsonmouth, CT 99842",Lake Lisabury,Louisiana,14880,Palestinian Territory,1
25566,Roger,Lynch,Not Specified,7/8/1948,fwise@example.com,609-418-1062x359,"60025 Austin Village, West Tracyport, WI 46824",Lake Timothy,California,93858,Algeria,4
432426,Kaylee,Evans,F,2/1/1993,bguerrero@example.net,(588)948-1573,"225 Cheryl Tunnel, South Susantown, SC 10851",North Jennifer,Rhode Island,90784,Croatia,5
387599,Paul,Berry,F,1/22/1996,gregorynelson@example.org,471-205-8728,"1684 Larry Turnpike, New Victorburgh, ID 69182",West Matthewfort,Virginia,11323,Norfolk Island,3
264149,Tina,Dixon,Others,10/23/1964,michele23@example.org,779.438.3688x4911,"43367 Campbell Trail, Timothyview, TN 23059",Andrewmouth,Iowa,14108,France,5
27817,Amy,Thornton,F,8/29/1994,mwest@example.org,-9806,"734 Courtney Pass, South Brendanmouth, CO 06349",Carolinefort,Vermont,40810,Sudan,4
44218,Michelle,Simmons,Others,8/29/1993,johnmcfarland@example.org,-1525,"968 Alicia Trafficway Suite 644, West David, DE 91699",Robertberg,Massachusetts,94045,India,3
129606,Jennifer,Moon,Others,7/2/1954,sullivannathaniel@example.com,426.750.0245x94162,"322 Mcconnell Pine, Lake Patricia, ME 41663",Karenland,Oregon,81293,Australia,5
569119,Suzanne,Duran,Not Specified,10/24/1950,courtney54@example.com,+1-953-900-2126x1731,"75773 Warren Stream, Amandaview, AS 80315",Michaelland,Georgia,2652,Bulgaria,4
482180,Deanna,Perez,Others,12/26/1977,williamskathleen@example.net,(786)597-4368x1507,"099 Kayla Crest, Hamiltonland, GU 08200",Silvafort,Oklahoma,63623,Ukraine,4
229622,Adam,Smith,Others,6/29/1973,hensonsally@example.com,7095510516,"8701 Sarah Neck Apt. 056, New Gary, AL 42325",Lake Davidmouth,New Hampshire,2896,Panama,4
53228,Traci,Johnson,Others,8/4/1950,tvalencia@example.org,939-937-0867x37449,"1701 Michelle Lodge Apt. 796, East Sherri, CO 66828",Whitechester,Montana,47985,Martinique,3
301989,Crystal,Stewart,F,10/7/1952,andrewneal@example.org,763.348.4442x755,"20068 Alexis Freeway, New Kenneth, NM 79484",Port Jessestad,California,8630,Lao People's Democratic Republic,4
450566,Kimberly,Bell,M,9/4/1966,thomas14@example.org,(777)705-5140,"639 Danielle Inlet, Smithmouth, DE 91670",Smithmouth,Georgia,79437,Turkmenistan,5
169119,Diane,Jones,Others,2/20/1962,jason22@example.org,001-661-214-4623x88744,"05249 Walter Way, New Nicholas, CA 32635",Shieldsstad,Colorado,86718,Italy,3
489783,Rebecca,Bell,Others,7/20/1990,elizabeth92@example.net,001-533-338-5766x0612,"1640 Freeman Burg Suite 297, Campbellview, KS 29200",Rollinston,Colorado,88758,Central African Republic,2
322639,Christine,Smith,F,5/6/1952,chenjohn@example.org,7052621130,"90492 Jones Key Suite 975, Jenkinsborough, OK 87535",Hawkinsmouth,Georgia,34208,Bouvet Island (Bouvetoya),1
753450,Randy,Garcia,Others,10/27/1970,abbottjeffrey@example.com,221-271-1222x25232,"03429 Jimenez Crossing Suite 788, North Amyville, GU 82948",East Kristina,Virginia,46896,Tunisia,5
195404,Cynthia,Perry,Others,9/12/2002,drose@example.net,001-668-393-8135x929,"8577 Martinez Isle Apt. 598, Summersburgh, TN 63247",North Ronald,Nevada,31573,Paraguay,2
628989,Rose,Vaughan,Not Specified,1/5/1957,daniellenelson@example.net,(506)406-3370,"849 Elizabeth Lodge, Taylorside, DC 56085",Batesshire,Wyoming,31108,Eritrea,3
827849,Robert,Miller,Others,9/29/2002,jay89@example.org,+1-952-651-4256x04875,"86447 Walsh Viaduct, Edwardsshire, SD 55651",East Maurice,California,56453,Belarus,5
594304,Logan,Murray,Not Specified,12/18/1971,james05@example.org,001-296-276-1364,"919 Phillips Pine, Lake John, CA 23168",East Rachaelfurt,Tennessee,20598,Saint Kitts and Nevis,4
674580,Brian,Harris,Not Specified,12/3/1944,smithadrienne@example.org,001-617-729-7316x03081,"2366 Frederick Lock Suite 349, Port Angela, DC 13686",Johnsonstad,Kentucky,37382,Nicaragua,5
125231,Mark,Martin,Others,12/3/1958,diana03@example.net,2826480046,"274 Smith Light Apt. 999, New Maryburgh, AS 10314",Charlesport,West Virginia,66461,Eritrea,1
68868,Andrew,Wood,Not Specified,8/29/1983,matthew33@example.net,607-434-3488,"06277 Matthew Mission, North Stephaniemouth, IN 04796",West Angelashire,Virginia,45257,Marshall Islands,1
162490,Stephanie,Hurley,Others,10/23/1959,lambertlogan@example.net,408-707-5994x8197,"3919 David Courts Apt. 347, Tracyfurt, ID 80668",North Cassidy,Georgia,58071,Luxembourg,5
258983,Lisa,Brandt,Others,12/24/1963,osbornemelanie@example.net,(476)340-4540,"3101 Alyssa Station Suite 048, East John, AZ 70158",South Caitlyn,Iowa,12956,Austria,5
39362,Amber,Freeman,Others,6/28/1954,brittany41@example.org,(455)626-2908x280,"PSC 1580, Box 5979, APO AP 33489",Rushland,Massachusetts,31349,Pakistan,4
202603,Shirley,Webb,M,9/30/1964,christine91@example.net,338-276-2218,"76900 Sutton Ways, North Anneport, KS 67374",Andrewtown,Pennsylvania,84150,Dominica,1
946391,Cody,Robinson,Others,5/10/1984,nashdavid@example.com,(396)257-8241,"4401 Angela Ways, East Alyssa, VI 48402",Lake Jennifer,Tennessee,23041,Cyprus,5
421700,Alex,Mcdowell,F,10/22/1963,waltontara@example.com,201-662-6237x757,"Unit 8844 Box 4483, DPO AE 63353",South Frederick,Nevada,33908,Vanuatu,5
